learning_rate,weight_decay,batch_size,max_epochs,conv_channels,dropout_rates,dense_size,rotation_degrees,translation_range,scale_range,loss_name,label_smoothing,val_accuracy,val_loss,best_epoch,training_time,model_size_mb
0.0034345442742398065,2.3247546088183143e-05,92,42,"[32, 64, 128]","[0.2, 0.4]",458,5,0.07253216064148146,"[0.8363293663884659, 1.1245987345584563]",cross_entropy,0.0,0.9984313725490196,0.009979741975468784,13,156.52212476730347,0.7772674560546875
0.002922812806392736,6.012319344692497e-06,58,52,"[32, 64, 128]","[0.25, 0.5]",433,27,0.0787491428014277,"[0.985642510524448, 1.133089607048011]",cross_entropy_ls,0.18648170682568618,0.9988235294117647,0.832636786629172,40,342.31769466400146,0.7638206481933594
0.0023559213011584094,7.129830351378403e-06,89,54,"[32, 64, 128]","[0.25, 0.5]",358,26,0.0961755709005653,"[0.9273595321568393, 1.1132700607440684]",cross_entropy_ls,0.2823589851882378,0.9988235294117647,1.1339795809166104,53,362.5906503200531,0.723480224609375
0.0031778227390253933,4.813929948292233e-06,95,57,"[16, 32, 64]","[0.25, 0.5]",275,26,0.05321921987752089,"[0.9134670184754549, 1.2182002694428262]",cross_entropy,0.0,0.9996078431372549,0.0070688065095715034,39,325.2344300746918,0.21442031860351562
0.003424477682026762,2.295594152314986e-05,88,40,"[32, 64, 128]","[0.25, 0.5]",289,26,0.06394323722745851,"[0.903694208937346, 1.209621084611097]",cross_entropy,0.0,0.9980392156862745,0.011021139550698446,15,168.2931616306305,0.6863670349121094
0.0036992690265951257,1.1648819717185076e-05,70,69,"[32, 64, 128]","[0.25, 0.5]",318,24,0.08281499218828141,"[0.9461374685008217, 1.0673404920878675]",cross_entropy_ls,0.11607232945506701,0.9988235294117647,0.5768381749882417,62,466.8745913505554,0.70196533203125
0.005286976647201187,1.906269777863586e-05,76,74,"[16, 32, 64]","[0.2, 0.4]",467,23,0.07962013197957506,"[0.846552860005398, 1.1046180362124642]",cross_entropy,0.0,0.9988235294117647,0.007298556061845839,37,314.56857419013977,0.2708168029785156
0.006110974632936962,6.028515213347509e-06,81,39,"[16, 32, 64]","[0.3, 0.6]",221,26,0.05001413298566557,"[0.8962599090931065, 1.0959530198377505]",cross_entropy_ls,0.14667716669982103,0.9984313725490196,0.6953382277488709,37,260.9404637813568,0.19855880737304688
0.005542147490230602,1.648725587230953e-05,75,56,"[32, 64, 128]","[0.2, 0.4]",450,25,0.06600024632906634,"[0.9999329844569976, 1.0173557751403817]",cross_entropy_ls,0.25013687418053265,0.9996078431372549,1.036677262362312,54,480.78855323791504,0.7729644775390625
0.005693169631308238,1.7135933922095906e-05,73,56,"[32, 64, 128]","[0.2, 0.4]",452,24,0.06533286461822584,"[0.9889312485671653, 1.0158545670549533]",cross_entropy_ls,0.2503979214227846,0.9984313725490196,1.0377583926331764,51,460.5771806240082,0.7740402221679688
0.004502244099600482,2.414961990646831e-05,74,69,"[32, 64, 128]","[0.2, 0.4]",450,27,0.0659306697170981,"[0.8491844223487814, 1.0229091919976894]",cross_entropy_ls,0.25662468890185347,0.9984313725490196,1.056249316252914,64,554.5499279499054,0.7729644775390625
0.003958531209309823,2.042953186430178e-05,113,56,"[32, 64, 128]","[0.2, 0.4]",196,25,0.057447518016901816,"[0.9495527082021936, 1.102557975029901]",cross_entropy_ls,0.15036946089341677,0.9992156862745099,0.7054716981859768,56,425.87037086486816,0.6363449096679688
